Source,Target,Type,Weight
Ji'lAvatar,DoelSumbang,Undirected,1
YullyPurwanti,B.Subono,Undirected,1
AdityantoAji,NanikDwiSetyaningrum,Undirected,1
TheodorusChristanto,NiKadekYulia,Undirected,1
GunawanMaryanto,DarmantoSetiawan,Undirected,1
RiantoManali,ErwinEkoPrasetyo,Undirected,1
AndySenoAji,YudiTajudin,Undirected,2
DitoYuwono,AdiRassatyaBuwono,Undirected,2
AlexSuhendra,HindraSetyaRini,Undirected,1
BahrulUlum,BagusBudiIndarto,Undirected,1
YennuAriendra,NurCholish,Undirected,1
NanikDwiSetyaningrum,SentotS.,Undirected,1
RiantoManali,LulukAriPrasetyo,Undirected,1
B.Subono,Giono,Undirected,1
CitraPratiwi,RetnoRatihDamayanti,Undirected,1
BudiHarto,NaililMuna,Undirected,1
Abunandar,Wardani,Undirected,1
ChrystinaAmbarwati,YuniTrisapto,Undirected,1
HambarRiyadi,RendraBagusPamungkas,Undirected,1
SeptianDwirima,DiwaHutomo,Undirected,1
AdiRassatyaBuwono,FaisalRYeroushalaim,Undirected,1
IntanParamaditha,A.Rafiq,Undirected,1
NoviKristinawati,IrfanuddienGhozali,Undirected,1
AndreNurLatif,RiskySummerbee,Undirected,2
RetnoRatihDamayanti,LikWarsito,Undirected,1
Warsito,Pendi,Undirected,1
RisnaAstari,SigitSetiyawan,Undirected,1
HeriPurwanto,Abunandar,Undirected,1
DanangPamungkas,ArsitaIswardani,Undirected,1
YudiTajudin,AriDwianto,Undirected,2
Suliya,Wardani,Undirected,1
HindraSetyaRini,Warsito,Undirected,1
ChrystinaAmbarwati,Sukarmi,Undirected,1
WidaruKrefiantoDarmawan,AnonSuneka,Undirected,1
ArsitaIswardani,NaomiSrikandi,Undirected,1
RetnoMaruti,RuryNostalgia,Undirected,1
AndySriWahyudi,HindraSetyaRini,Undirected,1
KensukeFujii,JokoWinarko,Undirected,1
M.N.Qomaruddin,ArsitaIswardhani,Undirected,2
AyuLaksmi,MuhammadNurQomaruddin,Undirected,1
AriDwianto,UdiS,Undirected,1
IndaA.Turner,SurasaHadimulya,Undirected,1
MerryAndani,TotoArio,Undirected,1
WiwaraAwisarita,JamiAtut.T,Undirected,1
FickyTriSanjaya,MegatruhBanyuMili,Undirected,1
WahyuSantosaPrabowo,NanikDwiSetyaningrum,Undirected,1
AdityantoAji,KadarSumarsono,Undirected,1
WisnuHP,JokoWinarko,Undirected,1
AndreasAriDwianto,TeguhHari,Undirected,1
TheodorusChristanto,RendraBagusPamungkas,Undirected,1
YuniTrisapto,Giono,Undirected,1
WangiIndriya,AmmanWE,Undirected,1
BernadetaVerryHandayani,YuniawanSetyadi,Undirected,1
IndrawatiGularso,Giono,Undirected,1
WidaruKrefiantoDarmawan,Wardani,Undirected,1
TeaterCiliwung,MansyurS,Undirected,1
YennuAriendra,PerismanNazara,Undirected,1
AndySenoAji,TheodorusChristanto,Undirected,4
HavitzMaulana,FaisalRYeroushalaim,Undirected,1
JompetKuswidananto,RetnoRatihDamayanti,Undirected,1
MusliminBagus.P,AndySenoAji,Undirected,1
YudiTajudin,NadyaHatta,Undirected,2
AnterAsmorotejo,B.Subono,Undirected,1
YullyPurwanti,Wardani,Undirected,1
RizkyanaSaraswati,TampanDestawan,Undirected,1
GunawanMaryanto,JamiAtut.T,Undirected,1
RetnoMaruti,YuniTrisapto,Undirected,1
GatotTriyono,BambangPujasworo,Undirected,1
PutuFajarArcana,HarbaniSetyowatiWibowo,Undirected,1
IgnatiusSugiarto,Björk,Undirected,1
TomomiYokosuka,MuhammadNurQomaruddin,Undirected,1
AnggitoRahman,GalangRais,Undirected,1
EkoSaky,RhomaIrama,Undirected,1
NungkiKusumastuti,KadarSumarsono,Undirected,1
WildanKurnia,GunawanMaryanto,Undirected,1
EenKlafinova,Björk,Undirected,1
FadilAgungIsmail,MiraAsriningtyas,Undirected,1
YestriyonoPiliyanto,RuryNostalgia,Undirected,1
WisnuHP,MirayKawashima,Undirected,1
Ji'lAvatar,TheodorusChristanto,Undirected,1
SriQadariatin,Leilani,Undirected,1
